0.009822	0.198743		0.009822	0.222355		0.009822	0.236977	
0.028067	0.198736		0.028067	0.222340		0.028067	0.236974	
0.046287	0.198727		0.046287	0.222322		0.046287	0.236974	
0.064522	0.198724		0.064522	0.222309		0.064522	0.236978	
0.082722	0.198723		0.082722	0.222292		0.082722	0.236979	
0.100963	0.198721		0.100963	0.222291		0.100963	0.236973	
0.119198	0.198720		0.119198	0.222277		0.119198	0.236966	
0.137460	0.198717		0.137460	0.222271		0.137460	0.236961	
0.155682	0.198711		0.155682	0.222263		0.155682	0.236958	
0.173882	0.198703		0.173882	0.222254		0.173882	0.236954	
0.192133	0.198703		0.192133	0.222253		0.192133	0.236955	
0.210342	0.198707		0.210342	0.222250		0.210342	0.236960	
0.228572	0.198708		0.228572	0.222250		0.228572	0.236958	
0.246760	0.198712		0.246760	0.222242		0.246760	0.236958	
0.265043	0.198708		0.265043	0.222236		0.265043	0.236957	
0.283288	0.198704		0.283288	0.222227		0.283288	0.236957	
0.301528	0.198703		0.301528	0.222226		0.301528	0.236954	
0.319672	0.198697		0.319672	0.222218		0.319672	0.236954	
0.338230	0.198696		0.338230	0.222215		0.338230	0.236953	
0.356432	0.198702		0.356432	0.222212		0.356432	0.236953	
0.374645	0.198707		0.374645	0.222213		0.374645	0.236954	
0.392880	0.198713		0.392880	0.222202		0.392880	0.236956	
0.411150	0.198716		0.411150	0.222199		0.411150	0.236964	
0.429317	0.198714		0.429317	0.222196		0.429317	0.236972	
0.447572	0.198708		0.447572	0.222188		0.447572	0.236977	
0.465788	0.198704		0.465788	0.222180		0.465788	0.236980	
0.484060	0.198695		0.484060	0.222174		0.484060	0.236986	
0.502277	0.198692		0.502277	0.222165		0.502277	0.236985	
0.520470	0.198695		0.520470	0.222160		0.520470	0.236985	
0.538690	0.198694		0.538690	0.222161		0.538690	0.236981	
0.556953	0.198693		0.556953	0.222157		0.556953	0.236973	
0.575175	0.198694		0.575175	0.222159		0.575175	0.236972	
0.593370	0.198689		0.593370	0.222165		0.593370	0.236973	
0.611625	0.198686		0.611625	0.222174		0.611625	0.236970	
0.629853	0.198685		0.629853	0.222176		0.629853	0.236969	
0.648127	0.198686		0.648127	0.222177		0.648127	0.236978	
0.666358	0.198684		0.666358	0.222179		0.666358	0.236980	
0.684578	0.198684		0.684578	0.222180		0.684578	0.236980	
0.702767	0.198685		0.702767	0.222185		0.702767	0.236985	
0.720980	0.198686		0.720980	0.222186		0.720980	0.236987	
0.739237	0.198688		0.739237	0.222193		0.739237	0.236982	
0.757620	0.198691		0.757620	0.222202		0.757620	0.236983	
0.775957	0.198696		0.775957	0.222202		0.775957	0.236971	
0.794213	0.198705		0.794213	0.222202		0.794213	0.236971	
0.812387	0.198712		0.812387	0.222205		0.812387	0.236972	
0.830652	0.198713		0.830652	0.222210		0.830652	0.236978	
0.848923	0.198714		0.848923	0.222217		0.848923	0.236975	
0.867075	0.198709		0.867075	0.222235		0.867075	0.236975	
0.885333	0.198700		0.885333	0.222237		0.885333	0.236977	
0.903565	0.198698		0.903565	0.222248		0.903565	0.236972	
0.921788	0.198698		0.921788	0.222250		0.921788	0.236972	
0.940017	0.198695		0.940017	0.222231		0.940017	0.236978	
0.958227	0.198696		0.958227	0.222228		0.958227	0.236987	
0.976437	0.198698		0.976437	0.222222		0.976437	0.236987	
0.994722	0.198695		0.994722	0.222217		0.994722	0.236990	
1.012945	0.198689		1.012945	0.222205		1.012945	0.236984	
1.031213	0.198684		1.031213	0.222205		1.031213	0.236985	
1.049380	0.198683		1.049380	0.222210		1.049380	0.236984	
1.067645	0.198683		1.067645	0.222212		1.067645	0.236983	
1.085870	0.198689		1.085870	0.222214		1.085870	0.236988	
1.104072	0.198692		1.104072	0.222222		1.104072	0.236992	
1.122300	0.198697		1.122300	0.222227		1.122300	0.236985	
1.140577	0.198693		1.140577	0.222230		1.140577	0.236984	
1.158778	0.198687		1.158778	0.222225		1.158778	0.236983	
1.176952	0.198683		1.176952	0.222213		1.176952	0.236977	
1.195235	0.198682		1.195235	0.222211		1.195235	0.236973	
1.213487	0.198682		1.213487	0.222199		1.213487	0.236970	
1.231697	0.198686		1.231697	0.222199		1.231697	0.236964	
1.250003	0.198687		1.250003	0.222205		1.250003	0.236963	
1.268118	0.198686		1.268118	0.222206		1.268118	0.236965	
1.286392	0.198685		1.286392	0.222209		1.286392	0.236968	
1.304612	0.198680		1.304612	0.222214		1.304612	0.236968	
1.322837	0.198676		1.322837	0.222216		1.322837	0.236972	
1.341042	0.198675		1.341042	0.222215		1.341042	0.236970	
1.359317	0.198672		1.359317	0.222218		1.359317	0.236970	
1.377537	0.198672		1.377537	0.222221		1.377537	0.236977	
1.395790	0.198673		1.395790	0.222223		1.395790	0.236981	
1.413962	0.198678		1.413962	0.222229		1.413962	0.236985	
1.432192	0.198687		1.432192	0.222227		1.432192	0.236999	
1.450477	0.198688		1.450477	0.222225		1.450477	0.236995	
1.468670	0.198694		1.468670	0.222226		1.468670	0.236995	
1.486922	0.198685		1.486922	0.222236		1.486922	0.236985	
1.505370	0.198681		1.505370	0.222236		1.505370	0.236970	
1.523633	0.198681		1.523633	0.222241		1.523633	0.236970	
1.541850	0.198683		1.541850	0.222249		1.541850	0.236974	
1.560205	0.198689		1.560205	0.222252		1.560205	0.236979	
1.578560	0.198691		1.578560	0.222247		1.578560	0.236984	
1.596795	0.198698		1.596795	0.222243		1.596795	0.236989	
