Time,27Al,45Sc,55Mn,56Fe,65Cu,115In,159Tb,220Bkg,238U
,blank    3/16/2021 2:44:24 PM    (Run: 1),,,,,,,,
1233816,21360.000,45540.000,664.000,5426.000,252.000,354300.000,502900.000,0.000,16.000
1237861,21820.000,45810.000,644.000,5526.000,234.000,349800.000,504000.000,0.000,14.000
1241907,20780.000,45040.000,682.000,5716.000,250.000,352400.000,503500.000,0.000,10.000
1245952,21240.000,45400.000,700.000,5318.000,240.000,357000.000,501200.000,0.000,12.000
1249997,21700.000,45170.000,774.000,5464.000,216.000,355800.000,516400.000,0.000,4.000
1254043,21730.000,45630.000,614.000,5628.000,252.000,355100.000,501800.000,0.000,8.000
1258088,21780.000,45980.000,614.000,5582.000,214.000,351000.000,508100.000,0.000,16.000
1262133,21310.000,45360.000,670.000,5472.000,214.000,357000.000,510000.000,0.000,8.000
1266178,21000.000,45610.000,736.000,5570.000,260.000,359600.000,511500.000,0.000,4.000
1270224,21420.000,45230.000,628.000,5618.000,252.000,355800.000,504000.000,0.000,4.000
1274269,21370.000,45350.000,688.000,5552.000,256.000,355500.000,508400.000,0.000,12.000
1278314,21270.000,45590.000,726.000,5694.000,210.000,353100.000,509300.000,0.000,18.000
1282360,21780.000,45490.000,648.000,5414.000,240.000,354500.000,518900.000,0.000,12.000
1286405,21090.000,45800.000,724.000,5800.000,244.000,347900.000,504200.000,0.000,8.000
1290450,21370.000,45700.000,772.000,5976.000,224.000,351400.000,513700.000,0.000,12.000
1294496,21260.000,44640.000,758.000,5394.000,284.000,356400.000,510700.000,0.000,12.000
1298541,21030.000,45430.000,690.000,5670.000,268.000,354400.000,502800.000,0.000,8.000
1302586,20820.000,45570.000,680.000,5674.000,286.000,350900.000,506900.000,0.000,8.000
1306631,21320.000,44990.000,678.000,5498.000,266.000,352400.000,505300.000,0.000,8.000
1310677,21150.000,45510.000,658.000,5364.000,302.000,356900.000,509400.000,0.000,6.000
1314722,21760.000,46010.000,696.000,5742.000,252.000,356200.000,513500.000,100.000,12.000
1318767,21260.000,44930.000,626.000,5500.000,218.000,354100.000,515700.000,0.000,10.000
1322813,21530.000,46090.000,658.000,5692.000,226.000,356600.000,513800.000,0.000,14.000
1326858,21430.000,44910.000,710.000,5610.000,266.000,356900.000,505600.000,0.000,6.000
1330903,21100.000,44750.000,610.000,5446.000,260.000,359900.000,512800.000,0.000,6.000
1334949,21490.000,45000.000,624.000,5532.000,250.000,354900.000,509800.000,0.000,4.000
1338994,21680.000,46170.000,650.000,5528.000,284.000,354200.000,507000.000,0.000,14.000
1343039,21190.000,46250.000,712.000,5522.000,252.000,362400.000,515600.000,0.000,6.000
1347084,21250.000,45160.000,686.000,5444.000,226.000,355700.000,501900.000,0.000,6.000
1351130,21160.000,44530.000,644.000,5522.000,250.000,350800.000,511400.000,0.000,4.000
1355175,21560.000,45410.000,668.000,5486.000,236.000,356500.000,511900.000,0.000,12.000
1359220,21250.000,46500.000,660.000,5422.000,254.000,356000.000,509100.000,0.000,4.000
1363266,21500.000,44890.000,642.000,5324.000,248.000,356000.000,504900.000,0.000,4.000
1367311,21380.000,45350.000,678.000,5518.000,238.000,354500.000,509500.000,0.000,10.000
1371356,21490.000,45520.000,626.000,5544.000,314.000,356100.000,508800.000,0.000,10.000
1375402,21420.000,44910.000,748.000,5466.000,232.000,359700.000,512000.000,0.000,6.000
1379447,21700.000,46580.000,646.000,5502.000,272.000,352700.000,515400.000,0.000,12.000
1383492,21360.000,45010.000,674.000,5622.000,222.000,357500.000,513100.000,0.000,2.000
1387537,20870.000,46250.000,732.000,5416.000,256.000,354200.000,497800.000,0.000,4.000
1391583,21240.000,45600.000,688.000,5302.000,222.000,349600.000,510000.000,0.000,10.000
1395628,21590.000,45000.000,786.000,5388.000,238.000,355100.000,511000.000,0.000,12.000
1399673,21270.000,45330.000,688.000,5412.000,250.000,354900.000,508300.000,0.000,8.000
1403719,21640.000,44930.000,614.000,5458.000,250.000,357400.000,520800.000,0.000,6.000
1407764,21640.000,44380.000,636.000,5352.000,288.000,357700.000,511300.000,0.000,8.000
1411809,20980.000,45120.000,644.000,5366.000,210.000,356300.000,513900.000,0.000,4.000
1415855,21590.000,45680.000,760.000,5380.000,276.000,355900.000,512900.000,0.000,14.000
1419900,21150.000,45460.000,698.000,5570.000,238.000,354300.000,509600.000,0.000,4.000
1423945,21820.000,45790.000,626.000,5426.000,248.000,353200.000,505700.000,0.000,10.000
1427990,21200.000,45630.000,678.000,5348.000,214.000,355000.000,506000.000,0.000,8.000
1432036,21580.000,45350.000,768.000,5514.000,234.000,355000.000,510900.000,0.000,16.000
1436081,21060.000,45410.000,708.000,5440.000,268.000,359800.000,512200.000,0.000,6.000
1440126,21370.000,45860.000,726.000,5366.000,218.000,359200.000,506700.000,0.000,6.000
1444172,21350.000,45660.000,686.000,5364.000,250.000,358300.000,514500.000,0.000,20.000
1448217,21160.000,44600.000,714.000,5446.000,270.000,355500.000,501100.000,0.000,6.000
1452262,21420.000,46330.000,674.000,5242.000,244.000,352000.000,514800.000,0.000,12.000
1456308,21660.000,44750.000,786.000,5434.000,220.000,356800.000,511900.000,0.000,10.000
1460353,21240.000,45320.000,698.000,5516.000,236.000,353900.000,518400.000,0.000,8.000
1464398,21350.000,45680.000,628.000,5408.000,254.000,357500.000,517000.000,0.000,2.000
1468443,20990.000,45590.000,738.000,5232.000,250.000,352400.000,506100.000,0.000,12.000
1472489,21610.000,46830.000,724.000,5518.000,192.000,355600.000,505700.000,0.000,16.000
1476534,21530.000,46060.000,670.000,5512.000,238.000,354100.000,517600.000,0.000,16.000
1480579,21430.000,45570.000,696.000,5478.000,252.000,355700.000,514700.000,0.000,20.000
1484625,21380.000,44690.000,712.000,5236.000,218.000,354400.000,508300.000,0.000,14.000
1488670,21480.000,46180.000,700.000,5312.000,252.000,355200.000,510600.000,0.000,16.000
1492715,21160.000,45400.000,692.000,5191.000,240.000,351100.000,514800.000,0.000,16.000
1496761,20860.000,45690.000,744.000,5278.000,222.000,357800.000,507400.000,0.000,6.000
1500806,21490.000,44800.000,576.000,5422.000,280.000,357700.000,508000.000,0.000,12.000
1504851,21760.000,45630.000,666.000,5464.000,238.000,358400.000,514700.000,0.000,6.000
1508896,21530.000,45860.000,684.000,5440.000,256.000,353400.000,501900.000,0.000,28.000
1512942,21500.000,46100.000,656.000,5292.000,222.000,355700.000,513600.000,0.000,4.000
1516987,21330.000,45990.000,674.000,5440.000,210.000,353500.000,506200.000,0.000,20.000
1521032,21730.000,46100.000,640.000,5282.000,226.000,353400.000,509800.000,0.000,8.000
1525078,21360.000,45400.000,692.000,5276.000,288.000,354100.000,503900.000,0.000,12.000
1529123,21770.000,45250.000,730.000,5256.000,252.000,355400.000,506300.000,0.000,8.000
1533168,21090.000,46280.000,706.000,5199.000,254.000,357200.000,509800.000,0.000,4.000
1537214,21490.000,45440.000,640.000,5147.000,272.000,356100.000,509900.000,0.000,8.000
1541259,21080.000,45950.000,650.000,5318.000,232.000,350500.000,509800.000,0.000,6.000
1545304,21910.000,46390.000,628.000,5318.000,208.000,356000.000,515600.000,0.000,4.000
1549349,21880.000,45350.000,650.000,5524.000,250.000,354800.000,504000.000,0.000,6.000
1553395,22070.000,46220.000,724.000,5332.000,240.000,353400.000,511600.000,0.000,6.000
1557440,21950.000,45740.000,750.000,5414.000,256.000,351900.000,507700.000,0.000,6.000
1561485,21300.000,45980.000,644.000,5193.000,274.000,353400.000,503700.000,0.000,10.000
1565531,21280.000,45410.000,648.000,5199.000,280.000,352700.000,503800.000,0.000,12.000
1569576,21260.000,45780.000,708.000,5368.000,206.000,359700.000,507700.000,0.000,16.000
1573621,21620.000,45550.000,760.000,5408.000,230.000,354400.000,509900.000,0.000,12.000
1577667,21330.000,45940.000,698.000,5141.000,262.000,358000.000,517000.000,0.000,10.000
1581712,21450.000,46090.000,696.000,5332.000,220.000,355600.000,507300.000,0.000,4.000
1585757,21760.000,45560.000,710.000,5254.000,232.000,354800.000,514800.000,0.000,14.000
1589802,21670.000,46380.000,764.000,5310.000,284.000,357300.000,506600.000,0.000,8.000
1593848,21120.000,46170.000,678.000,5332.000,272.000,356900.000,516300.000,0.000,8.000
1597893,21600.000,46190.000,664.000,5270.000,254.000,357200.000,510300.000,0.000,12.000
1601938,21350.000,45770.000,674.000,5388.000,258.000,350700.000,513800.000,0.000,18.000
1605984,21640.000,46580.000,744.000,5438.000,200.000,356000.000,507400.000,0.000,8.000
1610029,21730.000,45310.000,632.000,5346.000,228.000,353800.000,505900.000,0.000,10.000
1614074,21700.000,45630.000,694.000,5167.000,246.000,352800.000,512900.000,0.000,12.000
1618120,21580.000,46220.000,758.000,5272.000,246.000,352000.000,508100.000,0.000,4.000
1622165,21330.000,46030.000,726.000,5288.000,292.000,354400.000,505800.000,0.000,8.000
1626210,21310.000,46120.000,646.000,5258.000,222.000,353500.000,509700.000,0.000,8.000
1630255,21420.000,45920.000,682.000,5380.000,240.000,358800.000,506500.000,0.000,6.000
1634301,21300.000,45760.000,696.000,5472.000,214.000,353900.000,508900.000,0.000,6.000
1638346,21290.000,44930.000,638.000,5300.000,226.000,353000.000,504100.000,0.000,10.000
1642391,21670.000,45620.000,680.000,5075.000,228.000,355100.000,507800.000,0.000,16.000
1646437,21450.000,45850.000,692.000,5226.000,212.000,357400.000,507500.000,0.000,8.000
1650482,21240.000,45050.000,676.000,5280.000,270.000,355100.000,508600.000,0.000,12.000
1654527,21660.000,45680.000,732.000,5161.000,254.000,351900.000,513400.000,0.000,16.000
1658573,21990.000,45590.000,656.000,5272.000,194.000,353900.000,514800.000,0.000,6.000
1662618,21500.000,46540.000,688.000,5159.000,258.000,353800.000,503700.000,0.000,10.000
1666663,21410.000,46610.000,730.000,5027.000,228.000,356400.000,509500.000,0.000,10.000
1670708,21280.000,46020.000,678.000,5131.000,268.000,355500.000,508900.000,0.000,4.000
1674754,21650.000,45780.000,704.000,5011.000,246.000,356500.000,507600.000,0.000,14.000
1678799,21740.000,45790.000,656.000,5262.000,188.000,355800.000,506600.000,0.000,8.000
1682844,21980.000,46000.000,716.000,5155.000,228.000,347800.000,489400.000,0.000,0.000
1686890,22000.000,44340.000,636.000,5099.000,250.000,345500.000,493500.000,0.000,10.000
1690935,21350.000,45000.000,696.000,5246.000,214.000,350700.000,503300.000,0.000,6.000
1694980,21240.000,45720.000,640.000,5378.000,224.000,351000.000,507300.000,0.000,6.000
1699026,21890.000,45820.000,746.000,5071.000,238.000,353600.000,512600.000,0.000,10.000
1703071,21830.000,45690.000,654.000,5270.000,238.000,351300.000,509500.000,0.000,10.000
1707116,21680.000,46490.000,676.000,5264.000,220.000,358100.000,519800.000,0.000,10.000
1711161,21250.000,45210.000,644.000,5308.000,256.000,356600.000,504100.000,0.000,10.000
1715207,21640.000,47020.000,618.000,5173.000,252.000,354100.000,510000.000,0.000,8.000
1719252,21270.000,45730.000,644.000,5310.000,274.000,357500.000,504700.000,0.000,22.000
1723297,21570.000,45000.000,680.000,5496.000,246.000,352300.000,507900.000,0.000,10.000
1727343,21430.000,47100.000,632.000,5135.000,248.000,361800.000,515300.000,0.000,8.000
1731388,21690.000,46430.000,618.000,5153.000,258.000,356500.000,509800.000,0.000,8.000
1735433,21580.000,45760.000,676.000,5304.000,196.000,353900.000,511000.000,0.000,12.000
1739479,21840.000,46300.000,622.000,5149.000,242.000,354700.000,508500.000,0.000,10.000
1743524,21370.000,47120.000,636.000,5358.000,214.000,349200.000,511200.000,0.000,8.000
1747569,21890.000,45440.000,672.000,5197.000,258.000,356100.000,512900.000,0.000,6.000
1751614,21660.000,45000.000,634.000,5254.000,254.000,353400.000,508100.000,0.000,8.000
1755660,21300.000,46110.000,692.000,5147.000,224.000,356700.000,504600.000,0.000,2.000
1759705,22080.000,45230.000,670.000,5428.000,272.000,360100.000,517900.000,0.000,4.000
1763750,21340.000,46420.000,716.000,5137.000,234.000,357200.000,504900.000,0.000,16.000
1767796,21870.000,46670.000,636.000,5390.000,202.000,354800.000,511600.000,0.000,4.000
1771841,21490.000,44910.000,638.000,5338.000,262.000,358800.000,511400.000,0.000,12.000
1775886,22130.000,46290.000,668.000,5356.000,224.000,354000.000,510100.000,0.000,4.000
1779932,21310.000,45240.000,676.000,5488.000,226.000,358100.000,512000.000,0.000,4.000
1783977,21490.000,46290.000,638.000,5446.000,262.000,354900.000,515600.000,0.000,14.000
1788022,21530.000,46860.000,702.000,5248.000,220.000,358900.000,506800.000,0.000,18.000
1792067,21850.000,46300.000,708.000,5336.000,252.000,355400.000,505000.000,0.000,8.000
1796113,21510.000,45770.000,666.000,5374.000,276.000,352900.000,509800.000,0.000,8.000
1800158,21670.000,46110.000,672.000,5364.000,258.000,354900.000,512200.000,0.000,18.000
1804203,20690.000,45910.000,670.000,5121.000,272.000,353500.000,502200.000,0.000,12.000
1808249,21490.000,46460.000,690.000,5183.000,210.000,355000.000,516400.000,0.000,12.000
1812294,21460.000,46310.000,708.000,5400.000,224.000,354100.000,503200.000,0.000,10.000
1816339,21240.000,46410.000,680.000,5201.000,270.000,349400.000,505900.000,0.000,8.000
1820385,21130.000,46180.000,728.000,5215.000,246.000,352200.000,510000.000,0.000,16.000
1824430,21850.000,46320.000,710.000,5169.000,262.000,355000.000,511000.000,0.000,2.000
1828475,21290.000,47770.000,660.000,5390.000,274.000,362000.000,509900.000,0.000,12.000
1832520,21480.000,45420.000,736.000,5322.000,250.000,354200.000,500600.000,0.000,12.000
1836566,21240.000,46450.000,648.000,5209.000,252.000,353800.000,514300.000,0.000,14.000
1840611,21760.000,45700.000,670.000,5230.000,272.000,358100.000,508500.000,0.000,12.000
1844656,21590.000,46720.000,682.000,5268.000,246.000,351800.000,501600.000,0.000,6.000
1848702,21600.000,46470.000,720.000,5268.000,260.000,354700.000,508100.000,0.000,12.000
1852747,21150.000,45940.000,692.000,5446.000,226.000,357300.000,514400.000,0.000,16.000
1856792,21590.000,46900.000,712.000,5179.000,250.000,353900.000,506000.000,0.000,6.000
1860838,20920.000,46050.000,740.000,5238.000,248.000,353200.000,508700.000,0.000,16.000
1864883,21550.000,46240.000,622.000,5187.000,218.000,354700.000,510100.000,0.000,8.000
1868928,21430.000,46120.000,664.000,5276.000,264.000,356300.000,513000.000,0.000,10.000
1872973,21600.000,45950.000,696.000,5274.000,250.000,355300.000,505700.000,0.000,4.000
1877019,21290.000,46640.000,706.000,5308.000,280.000,356900.000,512600.000,0.000,8.000
1881064,20760.000,45420.000,646.000,5332.000,312.000,353400.000,515000.000,0.000,4.000
1885109,22150.000,46030.000,658.000,5300.000,260.000,356800.000,501600.000,0.000,20.000
1889155,21490.000,46300.000,670.000,5085.000,248.000,355000.000,508100.000,0.000,20.000
1893200,21640.000,46570.000,704.000,5248.000,296.000,365000.000,510700.000,0.000,4.000
1897245,21410.000,46050.000,730.000,4931.000,262.000,351900.000,508900.000,0.000,12.000
1901291,21600.000,46220.000,690.000,5316.000,266.000,357000.000,507400.000,0.000,20.000
1905336,21270.000,46660.000,662.000,5039.000,212.000,353400.000,500500.000,0.000,16.000
1909381,21520.000,46570.000,660.000,5129.000,240.000,356400.000,513700.000,0.000,4.000
1913426,21570.000,45330.000,656.000,5260.000,228.000,356900.000,513000.000,0.000,10.000
1917472,21690.000,47240.000,654.000,5197.000,256.000,349900.000,512500.000,0.000,6.000
1921517,21580.000,46020.000,664.000,5304.000,276.000,360900.000,506700.000,0.000,8.000
1925562,21880.000,46910.000,698.000,5384.000,260.000,353400.000,505700.000,0.000,14.000
1929608,21240.000,46560.000,722.000,5095.000,274.000,354700.000,509600.000,0.000,10.000
1933653,21560.000,46700.000,662.000,5292.000,294.000,353400.000,511300.000,0.000,10.000
1937698,21640.000,47360.000,704.000,5270.000,208.000,355700.000,515600.000,0.000,18.000
1941744,21940.000,46680.000,660.000,5123.000,236.000,358000.000,507700.000,0.000,4.000
1945789,21610.000,46290.000,694.000,5173.000,228.000,350800.000,493700.000,0.000,8.000
1949834,21500.000,45580.000,714.000,5041.000,218.000,362600.000,508400.000,0.000,4.000
1953879,21220.000,45980.000,662.000,5187.000,268.000,355800.000,510700.000,0.000,4.000
1957925,21620.000,46910.000,722.000,5215.000,238.000,349900.000,516600.000,0.000,8.000
1961970,21600.000,47130.000,674.000,5195.000,270.000,354300.000,511600.000,0.000,14.000
1966015,21440.000,46690.000,676.000,5272.000,242.000,355800.000,506300.000,0.000,4.000
1970061,21250.000,46280.000,666.000,5163.000,298.000,354300.000,514900.000,0.000,10.000
1974106,21700.000,45150.000,700.000,5041.000,280.000,357600.000,507300.000,0.000,14.000
1978151,21830.000,46830.000,646.000,5386.000,276.000,349900.000,517100.000,0.000,10.000
1982197,21720.000,46950.000,706.000,5189.000,222.000,355600.000,510900.000,0.000,8.000
1986242,21390.000,46940.000,692.000,5224.000,284.000,355000.000,512800.000,0.000,14.000
1990287,21970.000,46420.000,658.000,5616.000,248.000,356900.000,510300.000,0.000,2.000
1994332,21650.000,46710.000,752.000,5075.000,212.000,353400.000,510100.000,0.000,8.000
1998378,21340.000,47050.000,684.000,5272.000,288.000,354500.000,506600.000,0.000,8.000
2002423,21690.000,46250.000,672.000,5290.000,266.000,356300.000,511300.000,0.000,8.000
2006468,21690.000,47870.000,698.000,5404.000,256.000,356300.000,502200.000,0.000,10.000
2010514,21750.000,46460.000,656.000,5348.000,258.000,356000.000,515100.000,0.000,10.000
2014559,21620.000,46340.000,656.000,5147.000,266.000,357400.000,509200.000,0.000,10.000
2018604,21710.000,46390.000,696.000,5244.000,242.000,353800.000,514900.000,0.000,4.000
2022650,21820.000,46470.000,654.000,5328.000,202.000,355800.000,510800.000,0.000,6.000
2026695,21800.000,47230.000,706.000,5139.000,252.000,358900.000,512100.000,0.000,2.000
2030740,21340.000,46200.000,620.000,5252.000,296.000,357100.000,513200.000,0.000,6.000
2034785,21350.000,48110.000,662.000,5191.000,258.000,355700.000,508500.000,0.000,20.000
2038831,22040.000,46830.000,738.000,5083.000,266.000,353200.000,509100.000,0.000,6.000
2042876,21740.000,47170.000,690.000,4989.000,296.000,357000.000,508200.000,0.000,12.000
2046921,21850.000,46830.000,722.000,5260.000,240.000,357100.000,501800.000,0.000,8.000
2050967,21430.000,46560.000,696.000,5203.000,220.000,358100.000,516500.000,0.000,8.000
2055012,21320.000,46520.000,692.000,5290.000,252.000,353200.000,508100.000,0.000,14.000
2059057,21620.000,47470.000,632.000,4951.000,272.000,355300.000,517900.000,0.000,10.000
2063103,21080.000,47840.000,704.000,5276.000,220.000,355700.000,511400.000,0.000,18.000
2067148,22030.000,47100.000,710.000,5171.000,320.000,351900.000,503000.000,0.000,16.000
2071193,21700.000,46370.000,722.000,5286.000,250.000,353600.000,516700.000,0.000,14.000
2075238,21330.000,46030.000,706.000,5035.000,246.000,356700.000,507200.000,0.000,16.000
2079284,21730.000,46890.000,614.000,5023.000,256.000,356300.000,509600.000,0.000,10.000
2083329,21230.000,46830.000,746.000,4931.000,268.000,353300.000,499400.000,0.000,16.000
2087374,21680.000,47170.000,640.000,5111.000,276.000,357200.000,517100.000,0.000,8.000
2091420,21700.000,46420.000,702.000,5211.000,226.000,352500.000,507800.000,0.000,4.000
2095465,21800.000,46820.000,714.000,5175.000,234.000,356200.000,514300.000,0.000,10.000
2099510,21600.000,46860.000,748.000,5270.000,278.000,353200.000,515700.000,0.000,12.000
2103556,21800.000,47480.000,730.000,5302.000,272.000,361600.000,515000.000,0.000,10.000
2107601,21950.000,47290.000,688.000,5111.000,282.000,357000.000,509700.000,0.000,10.000
2111646,21610.000,47440.000,712.000,5228.000,298.000,353200.000,513600.000,0.000,4.000
2115691,22070.000,46150.000,676.000,4869.000,242.000,358300.000,505200.000,0.000,8.000
2119737,21460.000,47230.000,706.000,5366.000,266.000,352200.000,513100.000,0.000,12.000
2123782,21530.000,46720.000,728.000,5280.000,214.000,354500.000,515400.000,0.000,8.000
2127827,21740.000,46920.000,654.000,4993.000,210.000,359000.000,508100.000,0.000,12.000
2131873,21870.000,47920.000,678.000,5137.000,240.000,360100.000,515700.000,0.000,4.000
2135918,22060.000,46920.000,706.000,5157.000,248.000,355100.000,509000.000,0.000,8.000
2139963,21720.000,47080.000,692.000,5063.000,242.000,350900.000,505800.000,0.000,12.000
2144009,21430.000,47020.000,754.000,5161.000,292.000,355200.000,510300.000,0.000,10.000
2148054,21950.000,46180.000,654.000,4939.000,224.000,352300.000,504400.000,0.000,10.000
2152099,21490.000,46360.000,668.000,5095.000,252.000,353600.000,513100.000,0.000,4.000
2156144,21710.000,47100.000,720.000,5358.000,268.000,360000.000,507300.000,0.000,8.000
2160190,21920.000,46890.000,664.000,5059.000,242.000,354000.000,513300.000,0.000,12.000
2164235,21720.000,47140.000,740.000,5145.000,314.000,355900.000,509300.000,0.000,6.000
2168280,21610.000,46480.000,672.000,5067.000,236.000,350100.000,506200.000,0.000,4.000
2172326,21700.000,46880.000,720.000,5001.000,230.000,357800.000,512400.000,0.000,10.000
2176371,21760.000,46440.000,604.000,5143.000,228.000,360300.000,512200.000,0.000,10.000
2180416,21870.000,47530.000,666.000,5139.000,230.000,358500.000,510200.000,0.000,18.000
2184462,21540.000,47180.000,650.000,5157.000,292.000,358000.000,504900.000,0.000,24.000
2188507,21460.000,45590.000,636.000,5081.000,288.000,359800.000,504100.000,0.000,6.000
2192552,22160.000,48240.000,704.000,5093.000,278.000,355300.000,506600.000,0.000,10.000
2196597,22270.000,46910.000,670.000,5292.000,232.000,359400.000,515900.000,0.000,6.000
2200643,21820.000,46920.000,680.000,5081.000,250.000,355300.000,510600.000,0.000,16.000
2204688,21770.000,47230.000,726.000,5139.000,274.000,359300.000,513600.000,0.000,10.000
2208733,22160.000,47240.000,676.000,5109.000,254.000,354500.000,504000.000,0.000,10.000
2212779,22040.000,47100.000,626.000,5226.000,238.000,360100.000,512700.000,0.000,12.000
2216824,22200.000,47820.000,796.000,5027.000,224.000,354100.000,507300.000,0.000,16.000
2220869,21810.000,46270.000,664.000,5011.000,270.000,358000.000,511200.000,0.000,18.000
2224915,21570.000,47650.000,744.000,5177.000,180.000,358100.000,518400.000,0.000,12.000
2228960,21870.000,47360.000,718.000,5185.000,240.000,356800.000,512500.000,0.000,6.000
2233005,21820.000,46570.000,776.000,5097.000,266.000,362000.000,503200.000,0.000,12.000
2237050,21780.000,46820.000,646.000,5115.000,262.000,358800.000,512100.000,0.000,10.000
2241096,22150.000,47870.000,684.000,5155.000,228.000,352400.000,512300.000,0.000,12.000
2245141,22220.000,47170.000,644.000,5045.000,254.000,361500.000,512600.000,0.000,14.000
2249186,21390.000,47170.000,732.000,5276.000,252.000,358400.000,508000.000,0.000,2.000
2253232,21860.000,47030.000,686.000,4847.000,252.000,361300.000,512800.000,0.000,10.000
2257277,21870.000,45960.000,680.000,5035.000,226.000,351800.000,513200.000,0.000,10.000
2261322,21870.000,47120.000,748.000,4955.000,246.000,354400.000,507700.000,0.000,4.000
2265368,21890.000,46930.000,646.000,5286.000,260.000,356300.000,513900.000,0.000,14.000
2269413,21910.000,47240.000,752.000,4981.000,248.000,352300.000,498100.000,0.000,10.000
2273458,21630.000,46430.000,662.000,4949.000,284.000,354300.000,510000.000,0.000,6.000
,,,,,,,,,
