0.018618	0.096033		0.018618	0.070667		0.018618	0.195804	
0.055069	0.096033		0.055069	0.070667		0.055069	0.195803	
0.091518	0.096067		0.091518	0.070817		0.091518	0.195812	
0.127968	0.096017		0.127968	0.070767		0.127968	0.195820	
0.164418	0.096017		0.164418	0.070817		0.164418	0.195810	
0.200868	0.095983		0.200868	0.070867		0.200868	0.195805	
0.237318	0.095983		0.237318	0.070783		0.237318	0.195803	
0.273767	0.096000		0.273767	0.070800		0.273767	0.195805	
0.310218	0.095983		0.310218	0.070733		0.310218	0.195812	
0.346666	0.095983		0.346666	0.070700		0.346666	0.195815	
0.383117	0.095950		0.383117	0.070717		0.383117	0.195808	
0.419566	0.096033		0.419566	0.070733		0.419566	0.195804	
0.456017	0.095967		0.456017	0.070667		0.456017	0.195808	
0.492467	0.096033		0.492467	0.070650		0.492467	0.195806	
0.528914	0.095950		0.528914	0.070683		0.528914	0.195804	
0.565365	0.095967		0.565365	0.070650		0.565365	0.195803	
0.601816	0.096000		0.601816	0.070633		0.601816	0.195810	
0.638263	0.096017		0.638263	0.070683		0.638263	0.195815	
0.674715	0.095967		0.674715	0.070683		0.674715	0.195820	
0.711165	0.096000		0.711165	0.070683		0.711165	0.195820	
0.747613	0.096017		0.747613	0.070767		0.747613	0.195816	
0.784063	0.096050		0.784063	0.070767		0.784063	0.195816	
0.820513	0.096067		0.820513	0.070933		0.820513	0.195815	
0.856962	0.096083		0.856962	0.071000		0.856962	0.195811	
0.893412	0.096033		0.893412	0.071000		0.893412	0.195810	
0.929861	0.096117		0.929861	0.071200		0.929861	0.195814	
0.966313	0.096067		0.966313	0.071467		0.966313	0.195814	
1.002775	0.096133		1.002775	0.071633		1.002775	0.195811	
1.040319	0.096183		1.040319	0.071683		1.040319	0.195811	
1.076963	0.096217		1.076963	0.071767		1.076963	0.195808	
1.113412	0.096117		1.113412	0.071833		1.113412	0.195801	
1.149862	0.096133		1.149862	0.071933		1.149862	0.195801	
1.186311	0.096267		1.186311	0.071967		1.186311	0.195806	
1.222763	0.096217		1.222763	0.072033		1.222763	0.195809	
1.259211	0.096300		1.259211	0.072167		1.259211	0.195808	
1.295661	0.096267		1.295661	0.072183		1.295661	0.195811	
1.332110	0.096250		1.332110	0.072283		1.332110	0.195811	
1.368560	0.096250		1.368560	0.072317		1.368560	0.195813	
1.405010	0.096300		1.405010	0.072317		1.405010	0.195813	
1.441459	0.096267		1.441459	0.072350		1.441459	0.195809	
1.477922	0.096250		1.477922	0.072350		1.477922	0.195806	
1.514437	0.096333		1.514437	0.072350		1.514437	0.195807	
1.550809	0.096300		1.550809	0.072383		1.550809	0.195806	
1.587337	0.096300		1.587337	0.072467		1.587337	0.195811	
1.623710	0.096333		1.623710	0.072500		1.623710	0.195821	
1.660160	0.096333		1.660160	0.072550		1.660160	0.195824	
1.696607	0.096333		1.696607	0.072433		1.696607	0.195813	
1.733058	0.096317		1.733058	0.072533		1.733058	0.195807	
1.769507	0.096267		1.769507	0.072533		1.769507	0.195802	
1.805959	0.096367		1.805959	0.072533		1.805959	0.195804	
1.842408	0.096317		1.842408	0.072517		1.842408	0.195804	
