0.018881	0.095933		0.018881	0.070583		0.018881	0.195810	
0.055330	0.095983		0.055330	0.070600		0.055330	0.195808	
0.091780	0.096000		0.091780	0.070650		0.091780	0.195814	
0.128232	0.095983		0.128232	0.070617		0.128232	0.195817	
0.164681	0.096033		0.164681	0.070633		0.164681	0.195815	
0.201131	0.096017		0.201131	0.070667		0.201131	0.195810	
0.237579	0.096000		0.237579	0.070667		0.237579	0.195805	
0.274029	0.096033		0.274029	0.070567		0.274029	0.195805	
0.310531	0.095933		0.310531	0.070550		0.310531	0.195808	
0.348607	0.096000		0.348607	0.070583		0.348607	0.195812	
0.387023	0.095967		0.387023	0.070617		0.387023	0.195801	
0.427157	0.096067		0.427157	0.070433		0.427157	0.195803	
0.467367	0.095967		0.467367	0.070367		0.467367	0.195809	
0.503662	0.095967		0.503662	0.070317		0.503662	0.195818	
0.540112	0.095933		0.540112	0.070367		0.540112	0.195812	
0.578372	0.096017		0.578372	0.070300		0.578372	0.195812	
0.614835	0.095950		0.614835	0.070367		0.614835	0.195809	
0.653133	0.095967		0.653133	0.070333		0.653133	0.195806	
0.689557	0.095983		0.689557	0.070367		0.689557	0.195805	
0.727763	0.095950		0.727763	0.070350		0.727763	0.195807	
0.764421	0.095950		0.764421	0.070333		0.764421	0.195811	
0.804618	0.095983		0.804618	0.070350		0.804618	0.195813	
0.842644	0.096067		0.842644	0.070517		0.842644	0.195805	
0.881243	0.096017		0.881243	0.070500		0.881243	0.195801	
0.919203	0.095983		0.919203	0.070600		0.919203	0.195795	
0.956122	0.095967		0.956122	0.070667		0.956122	0.195796	
0.992612	0.095983		0.992612	0.070783		0.992612	0.195799	
1.029059	0.096083		1.029059	0.070933		1.029059	0.195810	
1.065588	0.096050		1.065588	0.071017		1.065588	0.195805	
1.103091	0.096083		1.103091	0.071033		1.103091	0.195802	
1.141897	0.096100		1.141897	0.071233		1.141897	0.195801	
1.178503	0.096100		1.178503	0.071467		1.178503	0.195808	
1.214952	0.096167		1.214952	0.071633		1.214952	0.195811	
1.251403	0.096250		1.251403	0.071833		1.251403	0.195814	
1.287854	0.096133		1.287854	0.071883		1.287854	0.195812	
1.324303	0.096233		1.324303	0.071950		1.324303	0.195804	
1.360752	0.096183		1.360752	0.072033		1.360752	0.195798	
1.397202	0.096317		1.397202	0.072067		1.397202	0.195797	
1.433653	0.096333		1.433653	0.072217		1.433653	0.195795	
1.470102	0.096267		1.470102	0.072317		1.470102	0.195799	
1.506550	0.096317		1.506550	0.072333		1.506550	0.195802	
1.543000	0.096283		1.543000	0.072367		1.543000	0.195810	
1.579451	0.096350		1.579451	0.072400		1.579451	0.195805	
1.615902	0.096350		1.615902	0.072383		1.615902	0.195805	
1.652350	0.096383		1.652350	0.072483		1.652350	0.195810	
1.688800	0.096367		1.688800	0.072567		1.688800	0.195807	
1.725263	0.096367		1.725263	0.072600		1.725263	0.195804	
1.761698	0.096283		1.761698	0.072633		1.761698	0.195805	
1.798150	0.096367		1.798150	0.072667		1.798150	0.195812	
1.834598	0.096317		1.834598	0.072667		1.834598	0.195809	
1.871048	0.096317		1.871048	0.072683		1.871048	0.195809	
1.907498	0.096367		1.907498	0.072683		1.907498	0.195812	
1.943948	0.096300		1.943948	0.072717		1.943948	0.195802	
1.980396	0.096333		1.980396	0.072767		1.980396	0.195801	
2.016849	0.096350		2.016849	0.072767		2.016849	0.195805	
2.053674	0.096350		2.053674	0.072800		2.053674	0.195811	
2.090267	0.096383		2.090267	0.072850		2.090267	0.195808	
2.126717	0.096350		2.126717	0.072800		2.126717	0.195810	
2.163167	0.096367		2.163167	0.072883		2.163167	0.195813	
2.199616	0.096350		2.199616	0.072900		2.199616	0.195814	
2.236067	0.096417		2.236067	0.072917		2.236067	0.195806	
2.272516	0.096300		2.272516	0.073000		2.272516	0.195805	
2.308966	0.096417		2.308966	0.073000		2.308966	0.195799	
2.345416	0.096383		2.345416	0.072917		2.345416	0.195800	
2.381865	0.096350		2.381865	0.072917		2.381865	0.195800	
2.418315	0.096383		2.418315	0.072983		2.418315	0.195807	
2.454762	0.096383		2.454762	0.072967		2.454762	0.195814	
2.491214	0.096433		2.491214	0.073017		2.491214	0.195814	
2.527664	0.096350		2.527664	0.073000		2.527664	0.195814	
2.564113	0.096400		2.564113	0.072967		2.564113	0.195821	
2.600563	0.096400		2.600563	0.072917		2.600563	0.195822	
2.637013	0.096433		2.637013	0.072967		2.637013	0.195821	
2.673465	0.096417		2.673465	0.072950		2.673465	0.195820	
2.709913	0.096433		2.709913	0.072967		2.709913	0.195818	
2.746362	0.096367		2.746362	0.072950		2.746362	0.195819	
2.782813	0.096400		2.782813	0.072950		2.782813	0.195810	
2.819262	0.096433		2.819262	0.072917		2.819262	0.195806	
2.855712	0.096450		2.855712	0.072950		2.855712	0.195807	
2.892160	0.096433		2.892160	0.072983		2.892160	0.195814	
2.928611	0.096333		2.928611	0.073000		2.928611	0.195813	
2.965060	0.096333		2.965060	0.072967		2.965060	0.195814	
3.001508	0.096383		3.001508	0.072983		3.001508	0.195816	
3.037959	0.096383		3.037959	0.072917		3.037959	0.195818	
3.074409	0.096350		3.074409	0.072967		3.074409	0.195818	
3.110859	0.096433		3.110859	0.072983		3.110859	0.195815	
3.147571	0.096400		3.147571	0.072883		3.147571	0.195814	
3.184280	0.096350		3.184280	0.072933		3.184280	0.195811	
3.220728	0.096350		3.220728	0.072883		3.220728	0.195809	
3.257179	0.096417		3.257179	0.072800		3.257179	0.195803	
3.293629	0.096350		3.293629	0.072917		3.293629	0.195805	
3.330080	0.096367		3.330080	0.072817		3.330080	0.195806	
3.366529	0.096367		3.366529	0.072833		3.366529	0.195802	
3.402978	0.096350		3.402978	0.072800		3.402978	0.195805	
3.439427	0.096450		3.439427	0.072733		3.439427	0.195812	
3.475878	0.096333		3.475878	0.072700		3.475878	0.195823	
3.512326	0.096350		3.512326	0.072717		3.512326	0.195821	
3.548789	0.096350		3.548789	0.072733		3.548789	0.195819	
3.585227	0.096333		3.585227	0.072767		3.585227	0.195815	
3.621676	0.096400		3.621676	0.072717		3.621676	0.195812	
3.658125	0.096317		3.658125	0.072683		3.658125	0.195809	
3.694575	0.096350		3.694575	0.072700		3.694575	0.195814	
3.731026	0.096300		3.731026	0.072667		3.731026	0.195816	
3.767476	0.096367		3.767476	0.072633		3.767476	0.195814	
3.803925	0.096333		3.803925	0.072567		3.803925	0.195813	
3.840376	0.096367		3.840376	0.072617		3.840376	0.195813	
3.876824	0.096333		3.876824	0.072600		3.876824	0.195810	
3.913275	0.096333		3.913275	0.072617		3.913275	0.195807	
3.949723	0.096317		3.949723	0.072550		3.949723	0.195808	
3.986173	0.096333		3.986173	0.072567		3.986173	0.195813	
4.022623	0.096283		4.022623	0.072500		4.022623	0.195813	
4.059074	0.096317		4.059074	0.072433		4.059074	0.195806	
4.095524	0.096267		4.095524	0.072433		4.095524	0.195803	
4.131972	0.096350		4.131972	0.072383		4.131972	0.195804	
4.168422	0.096317		4.168422	0.072333		4.168422	0.195812	
4.204873	0.096267		4.204873	0.072383		4.204873	0.195819	
