Time,27Al,45Sc,55Mn,56Fe,65Cu,115In,159Tb,220Bkg,238U
,jdk raw    3/16/2021 2:00:22 PM    (Run: 1),,,,,,,,
1254043,22330.000,44760.000,948.000,21110.000,548.000,371000.000,520200.000,0.000,14.000
1258088,22370.000,44190.000,818.000,20090.000,568.000,369300.000,520300.000,0.000,10.000
1262133,22430.000,43960.000,946.000,20240.000,558.000,370500.000,511000.000,0.000,10.000
1266178,22480.000,45030.000,948.000,19840.000,532.000,361300.000,524900.000,0.000,14.000
1270224,22280.000,44250.000,922.000,19860.000,584.000,369500.000,520800.000,0.000,18.000
1274269,23090.000,45420.000,854.000,19310.000,538.000,367900.000,522300.000,0.000,12.000
1278314,22300.000,45310.000,958.100,19480.000,536.000,371200.000,516900.000,0.000,14.000
1282360,22430.000,45150.000,856.000,18360.000,476.000,367900.000,512500.000,0.000,20.000
1286405,22440.000,45740.000,874.000,18370.000,550.000,366100.000,522100.000,0.000,14.000
1290450,22270.000,45790.000,988.100,18300.000,500.000,368600.000,515700.000,0.000,18.000
1294496,22090.000,45400.000,948.000,18110.000,574.000,362500.000,513100.000,0.000,24.000
1298541,22220.000,45280.000,860.000,17950.000,514.000,368900.000,518200.000,0.000,22.000
1302586,22040.000,45030.000,952.000,17390.000,604.000,366300.000,518500.000,0.000,16.000
1306631,22440.000,45050.000,1016.000,17180.000,470.000,363500.000,525900.000,0.000,10.000
1310677,22100.000,43860.000,874.000,17060.000,468.000,368500.000,524700.000,0.000,20.000
1314722,22370.000,44230.000,836.000,16350.000,476.000,363800.000,516200.000,0.000,12.000
1318767,22260.000,44190.000,852.000,15980.000,510.000,364900.000,520800.000,0.000,6.000
1322813,21570.000,45270.000,1018.000,15970.000,534.000,365100.000,513800.000,0.000,10.000
1326858,21930.000,45120.000,920.000,15790.000,546.000,361100.000,521700.000,0.000,8.000
1330903,22560.000,44930.000,954.100,15340.000,538.000,369200.000,514900.000,0.000,14.000
1334949,22390.000,44880.000,906.000,15140.000,488.000,364700.000,510200.000,0.000,8.000
1338994,21920.000,43950.000,904.000,14870.000,464.000,371000.000,521000.000,0.000,16.000
1343039,22660.000,45220.000,822.000,14640.000,458.000,365000.000,518400.000,0.000,8.000
1347084,22010.000,45540.000,878.000,14930.000,478.000,366600.000,525600.000,0.000,10.000
1351130,21990.000,42970.000,822.000,14310.000,488.000,370800.000,525900.000,0.000,4.000
1355175,22480.000,44340.000,920.000,14330.000,470.000,367100.000,510100.000,0.000,10.000
1359220,21910.000,44280.000,956.100,14380.000,532.000,370300.000,522300.000,0.000,10.000
1363266,21810.000,44210.000,882.000,13750.000,510.000,368700.000,518300.000,0.000,26.000
1367311,22040.000,45040.000,878.000,13390.000,514.000,365400.000,525200.000,0.000,12.000
1371356,21910.000,44840.000,848.000,13740.000,498.000,367400.000,516900.000,0.000,8.000
1375402,22200.000,45310.000,868.000,13160.000,464.000,368100.000,516400.000,0.000,12.000
1379447,22030.000,44510.000,954.100,12920.000,532.000,366900.000,518600.000,0.000,10.000
1383492,22060.000,44660.000,824.000,13100.000,488.000,364500.000,516000.000,0.000,4.000
1387537,22140.000,45660.000,806.000,12500.000,444.000,363000.000,513700.000,0.000,10.000
1391583,21820.000,44100.000,872.000,12520.000,506.000,365100.000,524700.000,0.000,8.000
1395628,21660.000,44390.000,796.000,12390.000,454.000,366600.000,523000.000,0.000,10.000
1399673,22500.000,44480.000,868.000,12360.000,528.000,367200.000,514900.000,0.000,6.000
1403719,22040.000,44270.000,888.000,12120.000,488.000,366200.000,518200.000,0.000,14.000
1407764,22200.000,44330.000,840.000,11570.000,438.000,360000.000,518000.000,0.000,10.000
1411809,21990.000,44750.000,952.000,12020.000,438.000,369500.000,516900.000,0.000,16.000
1415855,21550.000,44480.000,864.000,11920.000,462.000,361100.000,506900.000,0.000,2.000
1419900,22170.000,44200.000,870.000,11640.000,500.000,364300.000,517400.000,0.000,16.000
1423945,21940.000,44120.000,858.000,11170.000,486.000,363600.000,516400.000,0.000,8.000
1427990,21650.000,44800.000,902.000,11480.000,510.000,365700.000,525300.000,0.000,10.000
1432036,22280.000,44620.000,870.000,11170.000,482.000,365400.000,517900.000,0.000,6.000
1436081,21900.000,44640.000,870.000,10980.000,446.000,363800.000,513100.000,0.000,10.000
1440126,21670.000,44090.000,908.000,10630.000,460.000,367000.000,517200.000,0.000,2.000
1444172,21820.000,44200.000,984.100,10990.000,398.000,362500.000,513100.000,0.000,4.000
1448217,21460.000,43640.000,876.000,10910.000,466.000,364500.000,521500.000,0.000,18.000
1452262,22020.000,43660.000,872.000,10640.000,484.000,367500.000,514300.000,0.000,8.000
1456308,21780.000,44420.000,890.000,10640.000,472.000,360500.000,516500.000,0.000,16.000
1460353,21930.000,45040.000,764.000,10350.000,502.000,367600.000,516900.000,0.000,10.000
1464398,22180.000,44530.000,850.000,10440.000,530.000,373700.000,515200.000,0.000,14.000
1468443,21820.000,44590.000,818.000,10310.000,430.000,365300.000,522500.000,0.000,10.000
1472489,22100.000,44000.000,804.000,10460.000,462.000,364500.000,511100.000,0.000,6.000
1476534,21740.000,46220.000,816.000,9745.000,468.000,364900.000,501700.000,0.000,4.000
1480579,22010.000,44430.000,764.000,10200.000,440.000,363700.000,515700.000,0.000,8.000
1484625,21720.000,45130.000,840.000,9645.000,394.000,369100.000,512100.000,0.000,12.000
1488670,21740.000,45120.000,762.000,9699.000,482.000,358200.000,515300.000,0.000,8.000
1492715,21680.000,45110.000,762.000,9553.000,464.000,366200.000,513700.000,0.000,10.000
1496761,21330.000,44660.000,814.000,9789.000,452.000,358100.000,505400.000,0.000,2.000
1500806,21400.000,44150.000,734.000,9455.000,482.000,364000.000,510500.000,0.000,6.000
1504851,21940.000,44160.000,832.000,9417.000,456.000,369800.000,508100.000,0.000,16.000
1508896,21620.000,43930.000,824.000,9399.000,394.000,365500.000,506000.000,0.000,14.000
1512942,21590.000,44810.000,818.000,9465.000,428.000,364800.000,518600.000,0.000,4.000
1516987,21710.000,45010.000,826.000,9349.000,398.000,365800.000,516200.000,0.000,14.000
1521032,21600.000,44220.000,800.000,8894.000,422.000,368000.000,513100.000,0.000,2.000
1525078,21860.000,44710.000,810.000,9417.000,462.000,366900.000,512600.000,0.000,8.000
1529123,21800.000,45540.000,880.000,8984.000,452.000,362000.000,519500.000,100.000,14.000
1533168,22020.000,45360.000,810.000,8976.000,418.000,360900.000,520500.000,0.000,16.000
1537214,21590.000,44640.000,834.000,9165.000,456.000,363900.000,511500.000,0.000,6.000
1541259,21580.000,44830.000,766.000,8908.000,390.000,368400.000,515200.000,0.000,2.000
1545304,21400.000,45190.000,774.000,8908.000,394.000,364900.000,516200.000,0.000,10.000
1549349,21420.000,45050.000,758.000,8790.000,388.000,361200.000,512800.000,0.000,12.000
1553395,21610.000,43890.000,860.000,8888.000,438.000,360900.000,523700.000,0.000,8.000
1557440,21570.000,44930.000,774.000,8652.000,490.000,361400.000,511200.000,0.000,14.000
1561485,21630.000,44770.000,764.000,8688.000,434.000,366100.000,517900.000,0.000,10.000
1565531,21950.000,43950.000,848.000,8568.000,424.000,362100.000,507600.000,0.000,6.000
1569576,22060.000,45190.000,816.000,8350.000,450.000,363500.000,525100.000,0.000,22.000
1573621,21630.000,45270.000,694.000,8300.000,442.000,366300.000,510800.000,0.000,20.000
1577667,21620.000,45570.000,784.000,8358.000,388.000,364200.000,506700.000,0.000,18.000
1581712,21380.000,44360.000,794.000,7971.000,426.000,364300.000,514100.000,0.000,26.000
1585757,21720.000,44220.000,756.000,8170.000,396.000,362800.000,513400.000,0.000,8.000
1589802,21740.000,45300.000,860.000,7921.000,470.000,361700.000,518300.000,0.000,8.000
1593848,21890.000,44580.000,852.000,8074.000,346.000,366500.000,515900.000,0.000,18.000
1597893,21740.000,44610.000,802.000,8128.000,482.000,367300.000,511700.000,0.000,16.000
1601938,21730.000,45970.000,890.000,8118.000,418.000,366800.000,520300.000,0.000,10.000
1605984,21880.000,45810.000,752.000,8016.000,434.000,362600.000,508200.000,0.000,8.000
1610029,21790.000,44480.000,784.000,7907.000,452.000,360200.000,525000.000,0.000,8.000
1614074,21440.000,44390.000,862.000,8070.000,386.000,366600.000,513800.000,0.000,12.000
1618120,21840.000,45100.000,730.000,7905.000,392.000,364100.000,508400.000,0.000,8.000
1622165,21540.000,44240.000,778.000,7847.000,410.000,363000.000,515000.000,0.000,22.000
1626210,21680.000,44260.000,774.000,7855.000,406.000,364600.000,506800.000,0.000,12.000
1630255,21570.000,44960.000,852.000,7429.000,390.000,355600.000,512600.000,0.000,2.000
1634301,21310.000,44990.000,846.000,7679.000,350.000,365200.000,520500.000,0.000,22.000
1638346,21850.000,45150.000,764.000,7663.000,394.000,359800.000,508100.000,0.000,2.000
1642391,21720.000,44550.000,826.000,7839.000,404.000,367100.000,509300.000,0.000,8.000
1646437,21810.000,44090.000,784.000,7623.000,418.000,364500.000,511200.000,0.000,8.000
1650482,22180.000,44320.000,840.000,7773.000,468.000,361600.000,514300.000,0.000,8.000
1654527,22140.000,44230.000,796.000,7837.000,414.000,364900.000,517600.000,0.000,12.000
1658573,21310.000,44410.000,818.000,7693.000,454.000,359400.000,512200.000,0.000,12.000
1662618,21500.000,45040.000,854.000,7553.000,454.000,368100.000,517500.000,0.000,8.000
1666663,21190.000,44490.000,882.000,7685.000,434.000,366900.000,509700.000,0.000,8.000
1670708,21980.000,44340.000,824.000,7341.000,400.000,359500.000,519000.000,0.000,6.000
1674754,21900.000,44460.000,664.000,7331.000,354.000,363300.000,513000.000,0.000,10.000
1678799,22120.000,45330.000,756.000,7317.000,416.000,368000.000,506600.000,0.000,8.000
1682844,21890.000,44350.000,812.000,7263.000,428.000,353300.000,501200.000,0.000,12.000
1686890,21980.000,43120.000,758.000,7571.000,360.000,351600.000,498100.000,0.000,14.000
1690935,22590.000,43580.000,824.000,7417.000,400.000,350500.000,506400.000,0.000,22.000
1694980,21650.000,43750.000,738.000,7125.000,396.000,363200.000,509200.000,0.000,10.000
1699026,21700.000,45040.000,850.000,7479.000,376.000,361700.000,508800.000,0.000,8.000
1703071,21860.000,44180.000,836.000,7391.000,394.000,367500.000,513500.000,0.000,8.000
1707116,21350.000,44990.000,806.000,7483.000,476.000,367500.000,518400.000,0.000,8.000
1711161,20740.000,44690.000,814.000,7279.000,410.000,361700.000,520600.000,0.000,12.000
1715207,21870.000,44900.000,784.000,7209.000,386.000,364700.000,515100.000,0.000,6.000
1719252,21590.000,44440.000,794.000,7557.000,382.000,359100.000,508800.000,0.000,14.000
1723297,21580.000,44950.000,754.000,7911.000,410.000,366900.000,517000.000,0.000,12.000
1727343,21840.000,44140.000,820.000,7527.000,474.000,367300.000,520200.000,0.000,8.000
1731388,21320.000,44520.000,846.000,7899.000,394.000,361800.000,518000.000,0.000,10.000
1735433,21710.000,45020.000,780.000,7933.000,416.000,361600.000,508700.000,0.000,6.000
1739479,21420.000,44970.000,778.000,7925.000,380.000,363000.000,509500.000,0.000,16.000
1743524,21530.000,45400.000,794.000,7903.000,382.000,365900.000,521500.000,0.000,18.000
1747569,22210.000,44310.000,802.000,8114.000,384.000,362400.000,515800.000,0.000,16.000
1751614,21970.000,44120.000,906.000,7977.000,400.000,360400.000,510500.000,0.000,18.000
1755660,21620.000,44620.000,772.000,8040.000,430.000,365500.000,517600.000,0.000,14.000
1759705,21450.000,44420.000,808.000,7741.000,372.000,356800.000,505900.000,0.000,10.000
1763750,22180.000,44400.000,782.000,7891.000,398.000,363800.000,519600.000,0.000,12.000
1767796,21900.000,44820.000,840.000,7990.000,364.000,359900.000,518300.000,0.000,4.000
1771841,21350.000,45000.000,832.000,8038.000,352.000,360100.000,515400.000,0.000,12.000
1775886,21270.000,44470.000,774.000,8016.000,372.000,362000.000,513400.000,0.000,6.000
1779932,21450.000,44780.000,790.000,8162.000,418.000,361800.000,512000.000,0.000,4.000
1783977,21760.000,44480.000,796.000,8008.000,440.000,365800.000,516900.000,0.000,16.000
1788022,21610.000,44680.000,774.000,8304.000,414.000,363900.000,518200.000,0.000,8.000
1792067,21740.000,44860.000,830.000,8144.000,420.000,363200.000,518700.000,0.000,12.000
1796113,21540.000,44700.000,790.000,7855.000,396.000,366000.000,519100.000,0.000,8.000
1800158,21290.000,43980.000,812.000,8114.000,398.000,360000.000,509900.000,0.000,14.000
1804203,21120.000,44880.000,690.000,8082.000,416.000,375000.000,524000.000,0.000,10.000
1808249,20950.000,44030.000,786.000,8010.000,396.000,363600.000,509200.000,0.000,26.000
1812294,20950.000,45100.000,842.000,7735.000,418.000,359200.000,521000.000,0.000,2.000
1816339,21510.000,45060.000,834.000,7789.000,438.000,363500.000,512400.000,0.000,10.000
1820385,21670.000,44800.000,750.000,7965.000,394.000,358300.000,521200.000,0.000,4.000
1824430,21640.000,45340.000,830.000,7865.000,446.000,366500.000,520200.000,0.000,18.000
1828475,21390.000,43890.000,858.000,7611.000,428.000,366400.000,512800.000,0.000,14.000
1832520,21850.000,44760.000,764.000,7739.000,416.000,362900.000,519300.000,0.000,20.000
1836566,21450.000,45150.000,830.000,7451.000,356.000,363600.000,517600.000,0.000,12.000
1840611,21520.000,44860.000,758.000,7347.000,382.000,363700.000,517300.000,0.000,4.000
1844656,21180.000,45700.000,848.000,7827.000,392.000,366100.000,521800.000,0.000,16.000
1848702,21600.000,44750.000,746.000,7201.000,450.000,364700.000,516700.000,0.000,8.000
1852747,21770.000,45010.000,846.000,7351.000,434.000,355400.000,519400.000,0.000,10.000
1856792,21530.000,45720.000,808.000,7719.000,378.000,366600.000,514800.000,0.000,12.000
1860838,21910.000,44570.000,794.000,7687.000,430.000,358000.000,518000.000,0.000,6.000
1864883,21350.000,45270.000,750.000,7725.000,416.000,360500.000,513100.000,0.000,16.000
1868928,21790.000,45510.000,818.000,7417.000,432.000,364500.000,512600.000,0.000,10.000
1872973,21010.000,44860.000,776.000,7677.000,404.000,360200.000,514400.000,0.000,18.000
1877019,21690.000,45840.000,760.000,7415.000,432.000,363500.000,510200.000,0.000,20.000
1881064,21470.000,44050.000,790.000,7535.000,378.000,363200.000,509300.000,0.000,6.000
1885109,21750.000,45590.000,844.000,7239.000,372.000,365800.000,516800.000,0.000,12.000
1889155,21610.000,45590.000,832.000,7427.000,456.000,364600.000,512000.000,0.000,8.000
1893200,21480.000,44980.000,906.000,7209.000,386.000,360700.000,519000.000,0.000,16.000
1897245,21180.000,44840.000,754.000,7193.000,446.000,365100.000,511800.000,100.000,12.000
1901291,22110.000,43770.000,872.000,7193.000,416.000,363300.000,513400.000,0.000,8.000
1905336,21560.000,44960.000,756.000,7307.000,432.000,359400.000,512800.000,0.000,14.000
1909381,21670.000,44770.000,710.000,7013.000,416.000,364000.000,515800.000,0.000,20.000
1913426,21500.000,43690.000,824.000,6975.000,360.000,357400.000,515200.000,0.000,12.000
1917472,21430.000,44220.000,726.000,7027.000,412.000,366800.000,518300.000,0.000,20.000
1921517,21500.000,45580.000,846.000,6859.000,448.000,359800.000,512100.000,0.000,18.000
1925562,21300.000,44310.000,794.000,6853.000,456.000,364000.000,520100.000,0.000,14.000
1929608,21430.000,44380.000,806.000,6889.000,448.000,365000.000,514000.000,0.000,6.000
1933653,21550.000,45220.000,816.000,7099.000,456.000,362900.000,516200.000,0.000,12.000
1937698,21320.000,45220.000,838.000,6963.000,354.000,364700.000,516800.000,0.000,12.000
1941744,21530.000,44840.000,812.000,6859.000,418.000,363500.000,513900.000,0.000,20.000
1945789,21390.000,45070.000,814.000,6676.000,470.000,362900.000,508000.000,0.000,14.000
1949834,21230.000,44990.000,866.000,6574.000,436.000,364300.000,512400.000,0.000,16.000
1953879,21570.000,44450.000,796.000,6937.000,416.000,358300.000,523800.000,0.000,8.000
1957925,20790.000,44180.000,848.000,6604.000,414.000,363300.000,513200.000,0.000,6.000
1961970,21490.000,43780.000,806.000,6797.000,430.000,359800.000,512700.000,0.000,12.000
1966015,21390.000,45180.000,786.000,6833.000,404.000,360600.000,516900.000,0.000,8.000
1970061,21180.000,44680.000,788.000,6666.000,376.000,362700.000,511200.000,0.000,14.000
1974106,22070.000,44370.000,754.000,6718.000,428.000,359500.000,520700.000,0.000,22.000
1978151,21250.000,45740.000,814.000,6618.000,370.000,365100.000,511300.000,0.000,12.000
1982197,21340.000,45420.000,888.000,6765.000,396.000,361100.000,513600.000,0.000,12.000
1986242,21820.000,44730.000,796.000,6516.000,394.000,365200.000,520200.000,0.000,18.000
1990287,21550.000,44840.000,780.000,6458.000,446.000,362700.000,516600.000,0.000,14.000
1994332,21550.000,45000.000,790.000,6542.000,426.000,358900.000,514300.000,0.000,4.000
1998378,21820.000,45320.000,786.000,6400.000,436.000,363900.000,513400.000,0.000,8.000
2002423,21200.000,44710.000,756.000,6302.000,348.000,360300.000,509700.000,0.000,10.000
2006468,21150.000,45540.000,790.000,6420.000,456.000,363600.000,513900.000,0.000,4.000
2010514,21650.000,45550.000,820.000,6654.000,404.000,357800.000,507100.000,0.000,12.000
2014559,21360.000,45090.000,820.000,6540.000,412.000,357300.000,518900.000,0.000,8.000
2018604,21290.000,44930.000,816.000,6388.000,422.000,358700.000,515100.000,0.000,22.000
2022650,21160.000,45610.000,860.000,6546.000,384.000,364300.000,514100.000,0.000,16.000
2026695,21530.000,44550.000,712.000,6536.000,442.000,363800.000,516000.000,0.000,4.000
2030740,21230.000,44290.000,810.000,6362.000,378.000,363400.000,514300.000,0.000,20.000
2034785,21680.000,44620.000,790.000,6618.000,402.000,357800.000,510900.000,0.000,4.000
2038831,21640.000,45460.000,706.000,6528.000,362.000,360900.000,510600.000,100.000,8.000
2042876,21410.000,44540.000,758.000,6386.000,464.000,362300.000,505900.000,0.000,8.000
2046921,21480.000,44810.000,786.000,6194.000,406.000,365400.000,515000.000,0.000,22.000
2050967,21110.000,44380.000,828.000,6104.000,448.000,361000.000,507500.000,0.000,2.000
2055012,21130.000,45520.000,782.000,6444.000,422.000,360900.000,515400.000,0.000,12.000
2059057,21660.000,45340.000,830.000,6086.000,404.000,361900.000,515700.000,0.000,24.000
2063103,21130.000,44230.000,746.000,6314.000,416.000,361700.000,511100.000,0.000,4.000
2067148,21130.000,45990.000,780.000,6572.000,402.000,360500.000,519200.000,0.000,10.000
2071193,20950.000,44510.000,808.000,6126.000,400.000,360500.000,508100.000,0.000,4.000
2075238,21620.000,45550.000,774.000,6276.000,470.000,358400.000,515300.000,0.000,20.000
2079284,21350.000,45880.000,750.000,6078.000,360.000,360000.000,519300.000,0.000,0.000
2083329,21030.000,44430.000,798.000,6386.000,392.000,360800.000,508900.000,0.000,8.000
2087374,21440.000,45290.000,806.000,6114.000,376.000,360100.000,513300.000,0.000,10.000
2091420,20560.000,44240.000,770.000,6162.000,454.000,363300.000,511600.000,0.000,4.000
2095465,21190.000,44980.000,766.000,6202.000,374.000,359800.000,513700.000,0.000,12.000
2099510,21380.000,44940.000,772.000,6416.000,434.000,360000.000,516600.000,0.000,8.000
2103556,21480.000,45200.000,816.000,6184.000,362.000,359500.000,511500.000,0.000,10.000
2107601,21150.000,44890.000,830.000,6096.000,430.000,358500.000,518500.000,0.000,6.000
2111646,20770.000,44540.000,768.000,5914.000,412.000,363800.000,514400.000,0.000,12.000
2115691,20780.000,45490.000,772.000,5912.000,426.000,352800.000,502900.000,0.000,10.000
2119737,20850.000,44720.000,798.000,6230.000,356.000,363900.000,514700.000,0.000,6.000
2123782,21400.000,45350.000,812.000,6182.000,408.000,361400.000,509800.000,0.000,6.000
2127827,21110.000,44690.000,764.000,6266.000,418.000,363400.000,510300.000,0.000,6.000
2131873,20940.000,43670.000,758.000,6142.000,398.000,356000.000,503700.000,0.000,12.000
2135918,21580.000,43520.000,790.000,5988.000,394.000,357200.000,506100.000,0.000,16.000
2139963,21660.000,46100.000,834.000,5888.000,394.000,358700.000,506500.000,0.000,18.000
2144009,20920.000,44940.000,700.000,6090.000,408.000,361200.000,508500.000,0.000,12.000
2148054,20930.000,45480.000,786.000,5994.000,358.000,356600.000,510200.000,0.000,12.000
2152099,21300.000,44640.000,848.000,5944.000,422.000,363400.000,515700.000,0.000,10.000
2156144,21480.000,45840.000,812.000,5884.000,432.000,357100.000,509400.000,0.000,8.000
2160190,21650.000,45020.000,810.000,6032.000,450.000,362100.000,509000.000,0.000,10.000
2164235,21380.000,44710.000,774.000,6010.000,378.000,361700.000,505000.000,0.000,20.000
2168280,21390.000,45420.000,826.000,5872.000,412.000,358400.000,520900.000,0.000,10.000
2172326,21130.000,44650.000,806.000,6046.000,378.000,365100.000,513200.000,0.000,10.000
2176371,21050.000,44790.000,770.000,6118.000,402.000,360600.000,511600.000,0.000,4.000
2180416,21230.000,44650.000,756.000,5936.000,318.000,358900.000,520500.000,0.000,6.000
2184462,21450.000,45280.000,756.000,6116.000,400.000,359200.000,505500.000,0.000,16.000
2188507,20830.000,44860.000,766.000,5832.000,358.000,352100.000,509700.000,0.000,24.000
2192552,21280.000,45940.000,786.000,5858.000,380.000,362800.000,512300.000,0.000,8.000
2196597,21560.000,45930.000,776.000,5856.000,428.000,356600.000,506900.000,0.000,2.000
2200643,21290.000,44600.000,778.000,5802.000,374.000,361800.000,507000.000,0.000,4.000
2204688,21040.000,44800.000,722.000,6052.000,368.000,358300.000,509200.000,0.000,4.000
2208733,21750.000,44240.000,746.000,5774.000,372.000,360000.000,512800.000,0.000,6.000
2212779,21340.000,45210.000,776.000,5844.000,376.000,363200.000,509600.000,0.000,22.000
2216824,21450.000,45090.000,762.000,5922.000,370.000,353000.000,508600.000,0.000,14.000
2220869,21260.000,45120.000,754.000,5906.000,420.000,360300.000,511100.000,0.000,12.000
2224915,20930.000,44880.000,764.000,6032.000,434.000,359800.000,506400.000,0.000,14.000
2228960,21490.000,44600.000,702.000,5728.000,378.000,358500.000,505500.000,0.000,0.000
2233005,21150.000,45860.000,802.000,5780.000,404.000,357000.000,510000.000,0.000,10.000
2237050,21090.000,44450.000,754.000,5600.000,372.000,359900.000,508600.000,0.000,4.000
2241096,21460.000,45650.000,728.000,6012.000,420.000,364800.000,508800.000,0.000,20.000
2245141,21050.000,44210.000,744.000,5640.000,416.000,358800.000,505400.000,0.000,8.000
2249186,20940.000,44930.000,766.000,5438.000,402.000,360700.000,514800.000,0.000,12.000
2253232,21170.000,44330.000,820.000,5638.000,354.000,359100.000,505100.000,0.000,12.000
2257277,21090.000,44590.000,800.000,6066.000,406.000,358600.000,502500.000,0.000,8.000
2261322,21340.000,44990.000,740.000,5766.000,398.000,364600.000,514200.000,0.000,10.000
2265368,21530.000,44250.000,898.000,5534.000,392.000,363800.000,504900.000,0.000,6.000
2269413,21230.000,44950.000,752.000,5784.000,416.000,352700.000,512800.000,0.000,12.000
2273458,21320.000,45490.000,816.000,5584.000,360.000,360600.000,512700.000,0.000,8.000
,,,,,,,,,
