0.017319	0.096383		0.017319	0.072033		0.017319	0.195814	
0.053756	0.096267		0.053756	0.072167		0.053756	0.195805	
0.090204	0.096350		0.090204	0.072233		0.090204	0.195803	
0.126656	0.096350		0.126656	0.072317		0.126656	0.195803	
0.163107	0.096367		0.163107	0.072367		0.163107	0.195807	
0.199555	0.096433		0.199555	0.072467		0.199555	0.195808	
0.236006	0.096367		0.236006	0.072417		0.236006	0.195809	
0.272455	0.096400		0.272455	0.072433		0.272455	0.195813	
0.308918	0.096367		0.308918	0.072583		0.308918	0.195813	
0.345356	0.096333		0.345356	0.072617		0.345356	0.195807	
0.381802	0.096333		0.381802	0.072567		0.381802	0.195804	
0.418254	0.096433		0.418254	0.072617		0.418254	0.195808	
0.454703	0.096367		0.454703	0.072633		0.454703	0.195814	
0.491153	0.096350		0.491153	0.072633		0.491153	0.195812	
0.527603	0.096367		0.527603	0.072650		0.527603	0.195809	
0.564053	0.096367		0.564053	0.072650		0.564053	0.195812	
0.600503	0.096367		0.600503	0.072700		0.600503	0.195813	
0.637017	0.096433		0.637017	0.072683		0.637017	0.195815	
0.674078	0.096383		0.674078	0.072667		0.674078	0.195815	
0.710633	0.096400		0.710633	0.072683		0.710633	0.195811	
0.747083	0.096417		0.747083	0.072733		0.747083	0.195802	
0.783531	0.096433		0.783531	0.072683		0.783531	0.195806	
0.819982	0.096467		0.819982	0.072700		0.819982	0.195809	
0.856431	0.096417		0.856431	0.072767		0.856431	0.195805	
0.892881	0.096400		0.892881	0.072733		0.892881	0.195805	
0.929331	0.096433		0.929331	0.072733		0.929331	0.195808	
0.965781	0.096417		0.965781	0.072767		0.965781	0.195802	
1.002231	0.096450		1.002231	0.072767		1.002231	0.195799	
1.038679	0.096417		1.038679	0.072767		1.038679	0.195802	
1.075129	0.096467		1.075129	0.072783		1.075129	0.195811	
1.111578	0.096417		1.111578	0.072817		1.111578	0.195809	
1.148028	0.096433		1.148028	0.072817		1.148028	0.195805	
1.184478	0.096400		1.184478	0.072783		1.184478	0.195805	
1.220928	0.096367		1.220928	0.072817		1.220928	0.195801	
1.257378	0.096417		1.257378	0.072817		1.257378	0.195794	
1.293827	0.096467		1.293827	0.072817		1.293827	0.195787	
1.330277	0.096450		1.330277	0.072833		1.330277	0.195787	
1.366728	0.096400		1.366728	0.072767		1.366728	0.195791	
